movieInfo,quote,star,title
导演:新海诚MakotoShinkai   主演:神木隆之介RyûnosukeKamiki/上...;2016 / 日本 / 剧情爱情动画;;,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。,8,你的名字。 / 君の名は。 / 你的名字  /  君之名
导演:MichaelCurtiz   主演:亨弗莱·鲍嘉HumphreyBogart/英格丽·褒曼...;1942 / 美国 / 剧情爱情战争;;,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。,8,卡萨布兰卡 / Casablanca / 北非谍影(港)  /  卡萨布兰卡
导演:CharlesChaplin   主演:查理·卓别林CharlesChaplin/弗吉尼亚·...;1931 / 美国 / 喜剧剧情爱情;;,永远的小人物，伟大的卓别林。,9,城市之光 / City Lights / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt
导演:吴宇森JohnWoo   主演:约翰·特拉沃尔塔JohnTravolta/尼古拉斯...;1997 / 美国 / 动作科幻犯罪惊悚;;,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,8,变脸 / Face/Off / 夺面双雄
导演:西恩·潘SeanPenn   主演:埃米尔·赫斯基EmileHirsch/马西娅·...;2007 / 美国 / 冒险传记剧情;;,出门必备：本草纲目。,8,荒野生存 / Into the Wild / 浪荡天涯(港)  /  阿拉斯加之死(台)
导演:StevenSpielberg   主演:HenryThomas/DeeWallace/RobertMacNa...;1982 / 美国 / 剧情科幻;;,生病的E.T.皮肤的颜色就像柿子饼。,8,E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人
导演:雅克·贝汉JacquesPerrin/雅克·克鲁奥德JacquesCluzaud   主演:...;2001 / 法国德国意大利西班牙瑞士 / 纪录片;;,最美的飞翔。,9,迁徙的鸟 / Le peuple migrateur / 鸟的迁徙  /  鸟与梦飞行
导演:普特鹏·普罗萨卡·那·萨克那卡林PuttipongPromsakaNaSakolnakorn/华森·波克彭...;2010 / 泰国 / 剧情喜剧爱情;;,黑小鸭速效美白记。,8,初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事
导演:QuentinTarantino   主演:布拉德·皮特BradPitt/梅拉尼·罗兰M...;2009 / 美国德国 / 剧情犯罪;;,昆汀同学越来越变态了，比北野武还杜琪峰。,8,无耻混蛋 / Inglourious Basterds / 恶棍特工(台)  /  希魔撞正杀人狂(港)
导演:StanleyKubrick   主演:MalcolmMcDowell/PatrickMagee/Michael...;1971 / 英国美国 / 犯罪剧情科幻;;,我完全康复了。,8,发条橙 / A Clockwork Orange / 发条桔子  /  发条橙子
导演:SergioLeone   主演:ClintEastwood/EliWallach/LeeVanCleef;1966 / 意大利西班牙西德 / 冒险西部;;,最棒的西部片。,9,"黄金三镖客 / Il buono, il brutto, il cattivo. / 好·坏·丑  /  独行侠决斗地狱门(港)"
导演:萨姆·门德斯SamMendes   主演:凯文·史派西KevinSpacey/安妮特...;1999 / 美国 / 剧情爱情家庭;;,每个人的内心都是深不可测的大海。 ,8,美国丽人 / American Beauty / 美丽有罪(港)  /  美国心·玫瑰情(台)
导演:是枝裕和HirokazuKoreeda   主演:柳乐优弥YûyaYagira/北浦爱...;2004 / 日本 / 剧情;;,我的平常生活就是他人的幸福。,9,无人知晓 / 誰も知らない / 谁知赤子心  /  无人知晓的夏日清晨
导演:理查德·林克莱特RichardLinklater   主演:伊桑·霍克EthanHawke...;2013 / 美国 / 剧情爱情;;,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,8,爱在午夜降临前 / Before Midnight / 爱在午夜希腊时(台)  /  情约半生(港)
导演:安东尼·明格拉AnthonyMinghella   主演:拉尔夫·费因斯RalphFien...;1996 / 美国英国 / 爱情剧情战争;;,"In memory, love lives forever...",8,英国病人 / The English Patient / 英伦情人(台)  /  别问我是谁(港)
导演:岩井俊二ShunjiIwai   主演:恰拉Chara/伊藤步AyumiIto/三上...;1996 / 日本 / 犯罪剧情;;,现实与童话交相辉映的旅程。,8,燕尾蝶 / スワロウテイル / Swallowtail Butterfly  /  Suwarôteiru
导演:布莱恩·辛格BryanSinger   主演:史蒂芬·鲍德温StephenBaldwin/...;1995 / 德国美国 / 剧情犯罪悬疑惊悚;;,我不信仰上帝，但我敬畏上帝。,8,非常嫌疑犯 / The Usual Suspects / 刺激惊爆点(台)  /  普通嫌疑犯
导演:宁浩HaoNing   主演:郭涛TaoGuo/刘桦HuaLiu/连晋TeddyLin;2006 / 中国大陆香港 / 喜剧犯罪;;,中国版《两杆大烟枪》。,8,疯狂的石头 / Crazy Stone
导演:彼得·维纳PeterWerner   主演:詹姆斯·沃克JamesWolk/特里特·...;2008 / 美国 / 剧情传记;;,乐观比一切都有力量。,8,叫我第一名 / Front of the Class / 站在教室前  /  讲台前的我
导演:加文·欧康诺GavinO'Connor   主演:汤姆·哈迪TomHardy/乔尔·...;2011 / 美国 / 剧情运动家庭;;,热血沸腾，相当完美的娱乐拳击大餐。,8,勇士 / Warrior / 勇者无敌(台)  /  钢铁斗士(港)
导演:大卫·林奇DavidLynch   主演:娜奥米·沃茨NaomiWatts/劳拉·哈...;2001 / 法国美国 / 剧情悬疑惊悚;;,大卫·林奇的梦境迷宫。,8,穆赫兰道 / Mulholland Dr. / 穆荷兰大道(台)  /  失忆大道(港)
导演:瑞奇·莫尔RichMoore   主演:约翰·C·赖利JohnC.Reilly/萨拉...;2012 / 美国 / 喜剧动画奇幻冒险;;,迪士尼和皮克斯拿错剧本的产物。,8,无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险
导演:汤姆·霍珀TomHooper   主演:柯林·菲尔斯ColinFirth/杰弗里·...;2010 / 英国澳大利亚美国 / 剧情传记历史;;,皇上无话儿。,8,国王的演讲 / The King's Speech / 皇上无话儿(港)  /  王者之声：宣战时刻(台)
导演:是枝裕和HirokazuKoreeda   主演:阿部宽HiroshiAbe/夏川结衣Yu...;2008 / 日本 / 剧情家庭;;,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,8,步履不停 / 歩いても 歩いても / 横山家之味(港)  /  步伐不停
导演:爱德华·兹威克EdwardZwick   主演:莱昂纳多·迪卡普里奥Leonardo...;2006 / 美国德国 / 剧情惊悚冒险;;,每个美丽事物背后都是滴血的现实。,8,血钻 / Blood Diamond / 血腥钻石  /  滴血钻石
导演:詹姆斯·沃德·布柯特JamesWardByrkit   主演:艾米丽·芭尔多尼Em...;2013 / 美国英国 / 科幻悬疑惊悚;;,小成本大魅力。,8,彗星来的那一夜 / Coherence / 相干性  /  相干效应
导演:JamieUys   主演:MariusWeyers/SandraPrinsloo/N!xau;1980 / 博茨瓦纳南非 / 喜剧;;,纯净原始的笑与感动。,8,上帝也疯狂 / The Gods Must Be Crazy / 众神也疯狂 (上)  /  上帝一定发疯了 (上)
导演:杜琪峰JohnnieTo   主演:吴镇宇FrancisNg/任达华SimonYam/...;1999 / 香港 / 剧情动作犯罪;;,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。,8,枪火 / 鎗火 / The Mission
导演:AlanParker   主演:凯文·史派西KevinSpacey/凯特·温丝莱特Kat...;2003 / 美国德国英国 / 剧情犯罪悬疑;;,捍卫人权只是信仰，一点不妨碍其行为的残忍。,8,大卫·戈尔的一生 / The Life of David Gale / 铁案悬谜  /  命悬一线
导演:易智言Chih-yenYee   主演:陈柏霖Bo-linChen/桂纶镁LunmeiKwa...;2002 / 台湾法国 / 剧情爱情同性;;,青春的窃窃私语。 ,8,蓝色大门 / 藍色大門 / 蓝色夏恋  /  Blue Gate Crossing
导演:罗伯·莱纳RobReiner   主演:杰克·尼科尔森JackNicholson/摩根...;2007 / 美国 / 冒险喜剧剧情;;,用剩余不多的时间，去燃烧整个生命。,8,遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台)
导演:秋昌民Chang-minChoo   主演:宋在河Jae-hoSong/李顺载Soon-jae...;2011 / 韩国 / 剧情爱情;;,你要相信，这世上真的有爱存在，不管在什么年纪 ,9,我爱你 / 그대를 사랑합니다 / 爱你  /  爱，是一生相伴(台)
导演:罗伯特·泽米吉斯RobertZemeckis   主演:汤姆·汉克斯TomHanks/...;2000 / 美国 / 冒险剧情;;,一个人的独角戏。,8,荒岛余生 / Cast Away / 浩劫重生(台)  /  劫后重生(港)
导演:安德鲁·尼科尔AndrewNiccol   主演:伊桑·霍克EthanHawke/乌玛...;1997 / 美国 / 剧情科幻;;,一部能引人思考的科幻励志片。,8,千钧一发 / Gattaca / 变种异煞  /  自然人
导演:李廷香Jeong-hyangLee   主演:金艺芬Eul-boonKim/俞承豪Seung-...;2002 / 韩国 / 剧情家庭;;,献给所有外婆的电影。,9,爱·回家 / 집으로... / 外婆的家  /  回家路上
导演:雷德利·斯科特RidleyScott   主演:乔什·哈奈特JoshHartnett/...;2001 / 美国 / 动作历史战争;;,还原真实而残酷的战争。,8,黑鹰坠落 / Black Hawk Down / 黑鹰降落  /  黑鹰计划
导演:托马斯·麦卡锡ThomasMcCarthy   主演:马克·鲁弗洛MarkRuffalo/...;2015 / 美国 / 剧情传记,,8,聚焦 / Spotlight / 焦点追击(港)  /  惊爆焦点(台)
导演:袁建滔ToeYuen   主演:李晋纬/林海峰JanLamb/吴君如SandraNg;2001 / 香港 / 剧情喜剧动画;;,麦兜是一只很哲学的猪。 ,8,麦兜故事 / 麥兜故事 / 麦兜的故事  /  My Life as McDull
导演:米歇尔·冈瑞MichelGondry   主演:金·凯瑞JimCarrey/凯特·温...;2004 / 美国 / 剧情爱情奇幻;;,恋爱是一次神经的冒险。就算失去记忆，也会爱上你。,8,暖暖内含光 / Eternal Sunshine of the Spotless Mind / 暧暧内含光  /  美丽心灵的永恒阳光
